"Año";"Periodo";"Último España"
"2012";"Día 27 de marzo";"5,36"
"2012";"Día 28 de marzo";"5,32"
"2012";"Día 29 de marzo";"5,47"
"2012";"Día 30 de marzo";"5,35"
"2012";"Día 2 de abril";"5,35"
"2012";"Día 3 de abril";"5,45"
"2012";"Día 4 de abril";"5,7"
"2012";"Día 5 de abril";"5,76"
"2012";"Día 6 de abril";"5,75"
"2012";"Día 9 de abril";"5,74"
"2012";"Día 10 de abril";"5,96"
"2012";"Día 11 de abril";"5,87"
"2012";"Día 12 de abril";"5,84"
"2012";"Día 13 de abril";"5,98"
"2012";"Día 16 de abril";"6,06"
"2012";"Día 17 de abril";"5,9"
"2012";"Día 18 de abril";"5,85"
"2012";"Día 19 de abril";"5,91"
"2012";"Día 20 de abril";"5,98"
"2012";"Día 23 de abril";"6,01"
"2012";"Día 24 de abril";"5,9"
"2012";"Día 25 de abril";"5,82"
"2012";"Día 26 de abril";"5,85"
"2012";"Día 27 de abril";"5,84"
"2012";"Día 30 de abril";"5,79"
"2012";"Día 1 de mayo";"5,78"
"2012";"Día 2 de mayo";"5,9"
"2012";"Día 3 de mayo";"5,79"
"2012";"Día 4 de mayo";"5,75"
"2012";"Día 7 de mayo";"5,78"
"2012";"Día 8 de mayo";"5,85"
"2012";"Día 9 de mayo";"6,09"
"2012";"Día 10 de mayo";"5,99"
"2012";"Día 11 de mayo";"6,01"
"2012";"Día 14 de mayo";"6,25"
"2012";"Día 15 de mayo";"6,35"
"2012";"Día 16 de mayo";"6,31"
"2012";"Día 17 de mayo";"6,32"
"2012";"Día 18 de mayo";"6,26"
"2012";"Día 21 de mayo";"6,28"
"2012";"Día 22 de mayo";"6,1"
"2012";"Día 23 de mayo";"6,21"
"2012";"Día 24 de mayo";"6,16"
"2012";"Día 25 de mayo";"6,35"
"2012";"Día 28 de mayo";"6,49"
"2012";"Día 29 de mayo";"6,46"
"2012";"Día 30 de mayo";"6,68"
"2012";"Día 31 de mayo";"6,55"
"2012";"Día 1 de junio";"6,53"
"2012";"Día 4 de junio";"6,43"
"2012";"Día 5 de junio";"6,31"
"2012";"Día 6 de junio";"6,32"
"2012";"Día 7 de junio";"6,09"
"2012";"Día 8 de junio";"6,23"
"2012";"Día 11 de junio";"6,53"
"2012";"Día 12 de junio";"6,73"
"2012";"Día 13 de junio";"6,76"
"2012";"Día 14 de junio";"6,93"
"2012";"Día 15 de junio";"6,87"
"2012";"Día 18 de junio";"7,21"
"2012";"Día 19 de junio";"7,08"
"2012";"Día 20 de junio";"6,73"
"2012";"Día 21 de junio";"6,57"
"2012";"Día 22 de junio";"6,4"
"2012";"Día 25 de junio";"6,64"
"2012";"Día 26 de junio";"6,69"
"2012";"Día 27 de junio";"6,92"
"2012";"Día 28 de junio";"6,96"
"2012";"Día 29 de junio";"6,5"
"2012";"Día 2 de julio";"6,39"
"2012";"Día 3 de julio";"6,31"
"2012";"Día 4 de julio";"6,4"
"2012";"Día 5 de julio";"6,77"
"2012";"Día 6 de julio";"6,95"
"2012";"Día 9 de julio";"7,06"
"2012";"Día 10 de julio";"6,79"
"2012";"Día 11 de julio";"6,7"
"2012";"Día 12 de julio";"6,61"
"2012";"Día 13 de julio";"6,6"
"2012";"Día 16 de julio";"6,8"
"2012";"Día 17 de julio";"6,72"
"2012";"Día 18 de julio";"6,9"
"2012";"Día 19 de julio";"7,01"
"2012";"Día 20 de julio";"7,3"
"2012";"Día 23 de julio";"7,53"
"2012";"Día 24 de julio";"7,56"
"2012";"Día 25 de julio";"7,45"
"2012";"Día 26 de julio";"6,96"
"2012";"Día 27 de julio";"6,78"
"2012";"Día 30 de julio";"6,63"
"2012";"Día 31 de julio";"6,76"
"2012";"Día 1 de agosto";"6,64"
"2012";"Día 2 de agosto";"7,13"
"2012";"Día 3 de agosto";"7,22"
"2012";"Día 6 de agosto";"6,8"
"2012";"Día 7 de agosto";"6,9"
"2012";"Día 8 de agosto";"6,99"
"2012";"Día 9 de agosto";"6,93"
"2012";"Día 10 de agosto";"6,94"
"2012";"Día 13 de agosto";"6,84"
"2012";"Día 14 de agosto";"6,74"
"2012";"Día 15 de agosto";"6,67"
"2012";"Día 16 de agosto";"6,52"
"2012";"Día 17 de agosto";"6,48"
"2012";"Día 20 de agosto";"6,38"
"2012";"Día 21 de agosto";"6,24"
"2012";"Día 22 de agosto";"6,29"
"2012";"Día 23 de agosto";"6,39"
"2012";"Día 24 de agosto";"6,48"
"2012";"Día 27 de agosto";"6,39"
"2012";"Día 28 de agosto";"6,49"
"2012";"Día 29 de agosto";"6,48"
"2012";"Día 30 de agosto";"6,59"
"2012";"Día 31 de agosto";"6,72"
"2012";"Día 3 de septiembre";"6,87"
"2012";"Día 4 de septiembre";"6,59"
"2012";"Día 5 de septiembre";"6,45"
"2012";"Día 6 de septiembre";"6,04"
"2012";"Día 7 de septiembre";"5,68"
"2012";"Día 10 de septiembre";"5,72"
"2012";"Día 11 de septiembre";"5,72"
"2012";"Día 12 de septiembre";"5,64"
"2012";"Día 13 de septiembre";"5,64"
"2012";"Día 14 de septiembre";"5,82"
"2012";"Día 17 de septiembre";"6,01"
"2012";"Día 18 de septiembre";"5,94"
"2012";"Día 19 de septiembre";"5,72"
"2012";"Día 20 de septiembre";"5,8"
"2012";"Día 21 de septiembre";"5,8"
"2012";"Día 24 de septiembre";"5,69"
"2012";"Día 25 de septiembre";"5,78"
"2012";"Día 26 de septiembre";"6,1"
"2012";"Día 27 de septiembre";"5,96"
"2012";"Día 28 de septiembre";"5,97"
"2012";"Día 1 de octubre";"5,89"
"2012";"Día 2 de octubre";"5,77"
"2012";"Día 3 de octubre";"5,81"
"2012";"Día 4 de octubre";"5,91"
"2012";"Día 5 de octubre";"5,71"
"2012";"Día 8 de octubre";"5,73"
"2012";"Día 9 de octubre";"5,83"
"2012";"Día 10 de octubre";"5,83"
"2012";"Día 11 de octubre";"5,77"
"2012";"Día 12 de octubre";"5,64"
"2012";"Día 15 de octubre";"5,83"
"2012";"Día 16 de octubre";"5,81"
"2012";"Día 17 de octubre";"5,49"
"2012";"Día 18 de octubre";"5,35"
"2012";"Día 19 de octubre";"5,38"
"2012";"Día 22 de octubre";"5,51"
"2012";"Día 23 de octubre";"5,63"
"2012";"Día 24 de octubre";"5,61"
"2012";"Día 25 de octubre";"5,61"
"2012";"Día 26 de octubre";"5,61"
"2012";"Día 29 de octubre";"5,66"
"2012";"Día 30 de octubre";"5,67"
"2012";"Día 31 de octubre";"5,63"
"2012";"Día 1 de noviembre";"5,61"
"2012";"Día 2 de noviembre";"5,68"
"2012";"Día 5 de noviembre";"5,77"
"2012";"Día 6 de noviembre";"5,67"
"2012";"Día 7 de noviembre";"5,71"
"2012";"Día 8 de noviembre";"5,88"
"2012";"Día 9 de noviembre";"5,85"
"2012";"Día 12 de noviembre";"5,9"
"2012";"Día 13 de noviembre";"5,86"
"2012";"Día 14 de noviembre";"5,93"
"2012";"Día 15 de noviembre";"5,9"
"2012";"Día 16 de noviembre";"5,89"
"2012";"Día 19 de noviembre";"5,9"
"2012";"Día 20 de noviembre";"5,85"
"2012";"Día 21 de noviembre";"5,71"
"2012";"Día 22 de noviembre";"5,66"
"2012";"Día 23 de noviembre";"5,63"
"2012";"Día 26 de noviembre";"5,63"
"2012";"Día 27 de noviembre";"5,54"
"2012";"Día 28 de noviembre";"5,34"
"2012";"Día 29 de noviembre";"5,37"
"2012";"Día 30 de noviembre";"5,33"
"2012";"Día 3 de diciembre";"5,26"
"2012";"Día 4 de diciembre";"5,26"
"2012";"Día 5 de diciembre";"5,42"
"2012";"Día 6 de diciembre";"5,47"
"2012";"Día 7 de diciembre";"5,47"
"2012";"Día 10 de diciembre";"5,57"
"2012";"Día 11 de diciembre";"5,48"
"2012";"Día 12 de diciembre";"5,4"
"2012";"Día 13 de diciembre";"5,41"
"2012";"Día 14 de diciembre";"5,39"
"2012";"Día 17 de diciembre";"5,45"
"2012";"Día 18 de diciembre";"5,32"
"2012";"Día 19 de diciembre";"5,27"
"2012";"Día 20 de diciembre";"5,24"
"2012";"Día 21 de diciembre";"5,26"
"2012";"Día 24 de diciembre";"5,32"
"2012";"Día 27 de diciembre";"5,28"
"2012";"Día 28 de diciembre";"5,27"
"2012";"Día 31 de diciembre";"5,31"
"2013";"Día 2 de enero";"5,04"
"2013";"Día 3 de enero";"5,03"
"2013";"Día 4 de enero";"5,06"
"2013";"Día 7 de enero";"5,1"
"2013";"Día 8 de enero";"5,08"
"2013";"Día 9 de enero";"5,13"
"2013";"Día 10 de enero";"4,92"
"2013";"Día 11 de enero";"4,88"
"2013";"Día 14 de enero";"5,05"
"2013";"Día 15 de enero";"5,02"
"2013";"Día 16 de enero";"5,05"
"2013";"Día 17 de enero";"5,1"
"2013";"Día 18 de enero";"5,07"
"2013";"Día 21 de enero";"5,16"
"2013";"Día 22 de enero";"5,16"
"2013";"Día 23 de enero";"5,07"
"2013";"Día 24 de enero";"5,01"
"2013";"Día 25 de enero";"5,16"
"2013";"Día 28 de enero";"5,24"
"2013";"Día 29 de enero";"5,16"
"2013";"Día 30 de enero";"5,2"
"2013";"Día 31 de enero";"5,22"
"2013";"Día 1 de febrero";"5,21"
"2013";"Día 4 de febrero";"5,44"
"2013";"Día 5 de febrero";"5,37"
"2013";"Día 6 de febrero";"5,44"
"2013";"Día 7 de febrero";"5,41"
"2013";"Día 8 de febrero";"5,38"
"2013";"Día 11 de febrero";"5,44"
"2013";"Día 12 de febrero";"5,33"
"2013";"Día 13 de febrero";"5,2"
"2013";"Día 14 de febrero";"5,18"
"2013";"Día 15 de febrero";"5,18"
"2013";"Día 18 de febrero";"5,25"
"2013";"Día 19 de febrero";"5,21"
"2013";"Día 20 de febrero";"5,19"
"2013";"Día 21 de febrero";"5,21"
"2013";"Día 22 de febrero";"5,16"
"2013";"Día 25 de febrero";"5,13"
"2013";"Día 26 de febrero";"5,35"
"2013";"Día 27 de febrero";"5,25"
"2013";"Día 28 de febrero";"5,12"
"2013";"Día 1 de marzo";"5,1"
"2013";"Día 4 de marzo";"5,09"
"2013";"Día 5 de marzo";"5,04"
"2013";"Día 6 de marzo";"5,02"
"2013";"Día 7 de marzo";"4,89"
"2013";"Día 8 de marzo";"4,77"
"2013";"Día 11 de marzo";"4,76"
"2013";"Día 12 de marzo";"4,73"
"2013";"Día 13 de marzo";"4,77"
"2013";"Día 14 de marzo";"4,85"
"2013";"Día 15 de marzo";"4,91"
"2013";"Día 18 de marzo";"4,99"
"2013";"Día 19 de marzo";"5,03"
"2013";"Día 20 de marzo";"4,99"
"2013";"Día 21 de marzo";"4,89"
"2013";"Día 22 de marzo";"4,85"
"2013";"Día 25 de marzo";"4,95"
"2013";"Día 26 de marzo";"4,94"
"2013";"Día 27 de marzo";"5,07"
"2013";"Día 28 de marzo";"5,06"
"2013";"Día 2 de abril";"4,96"
"2013";"Día 3 de abril";"4,93"
"2013";"Día 4 de abril";"4,92"
"2013";"Día 5 de abril";"4,78"
"2013";"Día 8 de abril";"4,74"
"2013";"Día 9 de abril";"4,73"
"2013";"Día 10 de abril";"4,64"
"2013";"Día 11 de abril";"4,66"
"2013";"Día 12 de abril";"4,69"
"2013";"Día 15 de abril";"4,73"
"2013";"Día 16 de abril";"4,73"
"2013";"Día 17 de abril";"4,67"
"2013";"Día 18 de abril";"4,66"
"2013";"Día 19 de abril";"4,63"
"2013";"Día 22 de abril";"4,51"
"2013";"Día 23 de abril";"4,27"
"2013";"Día 24 de abril";"4,27"
"2013";"Día 25 de abril";"4,3"
"2013";"Día 26 de abril";"4,28"
"2013";"Día 29 de abril";"4,16"
"2013";"Día 30 de abril";"4,13"
"2013";"Día 2 de mayo";"4,1"
"2013";"Día 3 de mayo";"4,01"
"2013";"Día 6 de mayo";"4,11"
"2013";"Día 7 de mayo";"4,11"
"2013";"Día 8 de mayo";"4,11"
"2013";"Día 9 de mayo";"4,19"
"2013";"Día 10 de mayo";"4,2"
"2013";"Día 11 de mayo";"4,21"
"2013";"Día 13 de mayo";"4,29"
"2013";"Día 14 de mayo";"4,31"
"2013";"Día 15 de mayo";"4,37"
"2013";"Día 16 de mayo";"4,3"
"2013";"Día 17 de mayo";"4,21"
"2013";"Día 18 de mayo";"4,2"
"2013";"Día 20 de mayo";"4,2"
"2013";"Día 21 de mayo";"4,18"
"2013";"Día 22 de mayo";"4,18"
"2013";"Día 23 de mayo";"4,31"
"2013";"Día 24 de mayo";"4,44"
"2013";"Día 25 de mayo";"4,42"
"2013";"Día 26 de mayo";"4,43"
"2013";"Día 27 de mayo";"4,33"
"2013";"Día 28 de mayo";"4,29"
"2013";"Día 29 de mayo";"4,4"
"2013";"Día 30 de mayo";"4,34"
"2013";"Día 31 de mayo";"4,43"
"2013";"Día 1 de junio";"4,43"
"2013";"Día 3 de junio";"4,49"
"2013";"Día 4 de junio";"4,42"
"2013";"Día 5 de junio";"4,43"
"2013";"Día 6 de junio";"4,68"
"2013";"Día 7 de junio";"4,56"
"2013";"Día 8 de junio";"4,55"
"2013";"Día 10 de junio";"4,58"
"2013";"Día 11 de junio";"4,66"
"2013";"Día 12 de junio";"4,62"
"2013";"Día 13 de junio";"4,61"
"2013";"Día 14 de junio";"4,58"
"2013";"Día 15 de junio";"4,59"
"2013";"Día 16 de junio";"4,59"
"2013";"Día 17 de junio";"4,58"
"2013";"Día 18 de junio";"4,56"
"2013";"Día 19 de junio";"4,52"
"2013";"Día 20 de junio";"4,87"
"2013";"Día 21 de junio";"4,88"
"2013";"Día 22 de junio";"4,9"
"2013";"Día 23 de junio";"4,9"
"2013";"Día 24 de junio";"5,05"
"2013";"Día 25 de junio";"5,1"
"2013";"Día 26 de junio";"4,85"
"2013";"Día 27 de junio";"4,8"
"2013";"Día 28 de junio";"4,77"
"2013";"Día 29 de junio";"4,78"
"2013";"Día 1 de julio";"4,64"
"2013";"Día 2 de julio";"4,6"
"2013";"Día 3 de julio";"4,78"
"2013";"Día 4 de julio";"4,67"
"2013";"Día 5 de julio";"4,66"
"2013";"Día 6 de julio";"4,67"
"2013";"Día 8 de julio";"4,69"
"2013";"Día 9 de julio";"4,73"
"2013";"Día 10 de julio";"4,81"
"2013";"Día 11 de julio";"4,84"
"2013";"Día 12 de julio";"4,79"
"2013";"Día 13 de julio";"4,8"
"2013";"Día 15 de julio";"4,73"
"2013";"Día 16 de julio";"4,7"
"2013";"Día 17 de julio";"4,73"
"2013";"Día 18 de julio";"4,67"
"2013";"Día 19 de julio";"4,68"
"2013";"Día 20 de julio";"4,69"
"2013";"Día 22 de julio";"4,62"
"2013";"Día 23 de julio";"4,68"
"2013";"Día 24 de julio";"4,68"
"2013";"Día 25 de julio";"4,64"
"2013";"Día 26 de julio";"4,63"
"2013";"Día 27 de julio";"4,63"
"2013";"Día 29 de julio";"4,68"
"2013";"Día 30 de julio";"4,67"
"2013";"Día 31 de julio";"4,66"
"2013";"Día 1 de agosto";"4,63"
"2013";"Día 2 de agosto";"4,58"
"2013";"Día 3 de agosto";"4,61"
"2013";"Día 5 de agosto";"4,6"
"2013";"Día 6 de agosto";"4,57"
"2013";"Día 7 de agosto";"4,57"
"2013";"Día 8 de agosto";"4,52"
"2013";"Día 9 de agosto";"4,49"
"2013";"Día 10 de agosto";"4,51"
"2013";"Día 11 de agosto";"4,51"
"2013";"Día 12 de agosto";"4,48"
"2013";"Día 13 de agosto";"4,48"
"2013";"Día 14 de agosto";"4,41"
"2013";"Día 15 de agosto";"4,45"
"2013";"Día 16 de agosto";"4,36"
"2013";"Día 17 de agosto";"4,37"
"2013";"Día 19 de agosto";"4,42"
"2013";"Día 20 de agosto";"4,48"
"2013";"Día 21 de agosto";"4,53"
"2013";"Día 22 de agosto";"4,48"
"2013";"Día 23 de agosto";"4,46"
"2013";"Día 24 de agosto";"4,46"
"2013";"Día 26 de agosto";"4,47"
"2013";"Día 27 de agosto";"4,5"
"2013";"Día 28 de agosto";"4,53"
"2013";"Día 29 de agosto";"4,54"
"2013";"Día 30 de agosto";"4,54"
"2013";"Día 31 de agosto";"4,55"
"2013";"Día 1 de septiembre";"4,55"
"2013";"Día 2 de septiembre";"4,44"
"2013";"Día 3 de septiembre";"4,47"
"2013";"Día 4 de septiembre";"4,51"
"2013";"Día 5 de septiembre";"4,61"
"2013";"Día 6 de septiembre";"4,53"
"2013";"Día 7 de septiembre";"4,53"
"2013";"Día 8 de septiembre";"4,53"
"2013";"Día 9 de septiembre";"4,54"
"2013";"Día 10 de septiembre";"4,51"
"2013";"Día 11 de septiembre";"4,49"
"2013";"Día 12 de septiembre";"4,46"
"2013";"Día 13 de septiembre";"4,49"
"2013";"Día 14 de septiembre";"4,54"
"2013";"Día 15 de septiembre";"4,54"
"2013";"Día 16 de septiembre";"4,43"
"2013";"Día 17 de septiembre";"4,41"
"2013";"Día 18 de septiembre";"4,4"
"2013";"Día 19 de septiembre";"4,33"
"2013";"Día 20 de septiembre";"4,31"
"2013";"Día 21 de septiembre";"4,31"
"2013";"Día 22 de septiembre";"4,31"
"2013";"Día 23 de septiembre";"4,28"
"2013";"Día 24 de septiembre";"4,27"
"2013";"Día 25 de septiembre";"4,28"
"2013";"Día 26 de septiembre";"4,34"
"2013";"Día 27 de septiembre";"4,37"
"2013";"Día 28 de septiembre";"4,37"
"2013";"Día 29 de septiembre";"4,37"
"2013";"Día 30 de septiembre";"4,32"
"2013";"Día 1 de octubre";"4,19"
"2013";"Día 2 de octubre";"4,25"
"2013";"Día 3 de octubre";"4,24"
"2013";"Día 4 de octubre";"4,22"
"2013";"Día 5 de octubre";"4,2"
"2013";"Día 6 de octubre";"4,21"
"2013";"Día 7 de octubre";"4,21"
"2013";"Día 8 de octubre";"4,3"
"2013";"Día 9 de octubre";"4,33"
"2013";"Día 10 de octubre";"4,34"
"2013";"Día 11 de octubre";"4,31"
"2013";"Día 12 de octubre";"4,3"
"2013";"Día 14 de octubre";"4,27"
"2013";"Día 15 de octubre";"4,31"
"2013";"Día 16 de octubre";"4,3"
"2013";"Día 17 de octubre";"4,3"
"2013";"Día 18 de octubre";"4,27"
"2013";"Día 19 de octubre";"4,26"
"2013";"Día 21 de octubre";"4,28"
"2013";"Día 22 de octubre";"4,21"
"2013";"Día 23 de octubre";"4,14"
"2013";"Día 24 de octubre";"4,14"
"2013";"Día 25 de octubre";"4,16"
"2013";"Día 26 de octubre";"4,16"
"2013";"Día 27 de octubre";"4,16"
"2013";"Día 28 de octubre";"4,1"
"2013";"Día 29 de octubre";"4,05"
"2013";"Día 30 de octubre";"4,06"
"2013";"Día 31 de octubre";"4,05"
"2013";"Día 1 de noviembre";"4,02"
"2013";"Día 2 de noviembre";"4,01"
"2013";"Día 3 de noviembre";"4,01"
"2013";"Día 4 de noviembre";"4,01"
"2013";"Día 5 de noviembre";"4,11"
"2013";"Día 6 de noviembre";"4,14"
"2013";"Día 7 de noviembre";"4,07"
"2013";"Día 8 de noviembre";"4,12"
"2013";"Día 9 de noviembre";"4,13"
"2013";"Día 11 de noviembre";"4,1"
"2013";"Día 12 de noviembre";"4,11"
"2013";"Día 13 de noviembre";"4,1"
"2013";"Día 14 de noviembre";"4,07"
"2013";"Día 15 de noviembre";"4,08"
"2013";"Día 16 de noviembre";"4,07"
"2013";"Día 17 de noviembre";"4,07"
"2013";"Día 18 de noviembre";"4,07"
"2013";"Día 19 de noviembre";"4,09"
"2013";"Día 20 de noviembre";"4,1"
"2013";"Día 21 de noviembre";"4,11"
"2013";"Día 22 de noviembre";"4,11"
"2013";"Día 23 de noviembre";"4,11"
"2013";"Día 25 de noviembre";"4,15"
"2013";"Día 26 de noviembre";"4,17"
"2013";"Día 27 de noviembre";"4,15"
"2013";"Día 28 de noviembre";"4,15"
"2013";"Día 29 de noviembre";"4,13"
"2013";"Día 30 de noviembre";"4,14"
"2013";"Día 2 de diciembre";"4,16"
"2013";"Día 3 de diciembre";"4,13"
"2013";"Día 4 de diciembre";"4,19"
"2013";"Día 5 de diciembre";"4,26"
"2013";"Día 6 de diciembre";"4,19"
"2013";"Día 7 de diciembre";"4,17"
"2013";"Día 9 de diciembre";"4,13"
"2013";"Día 10 de diciembre";"4,04"
"2013";"Día 11 de diciembre";"4,04"
"2013";"Día 12 de diciembre";"4,1"
"2013";"Día 13 de diciembre";"4,1"
"2013";"Día 14 de diciembre";"4,11"
"2013";"Día 16 de diciembre";"4,08"
"2013";"Día 17 de diciembre";"4,1"
"2013";"Día 18 de diciembre";"4,15"
"2013";"Día 19 de diciembre";"4,12"
"2013";"Día 20 de diciembre";"4,14"
"2013";"Día 21 de diciembre";"4,16"
"2013";"Día 23 de diciembre";"4,22"
"2013";"Día 24 de diciembre";"4,24"
"2013";"Día 25 de diciembre";"4,24"
"2013";"Día 27 de diciembre";"4,24"
"2013";"Día 28 de diciembre";"4,24"
"2013";"Día 30 de diciembre";"4,14"
"2013";"Día 31 de diciembre";"4,15"
"2014";"2014";"4,14"
"2014";"Día 2 de enero";"3,98"
"2014";"Día 3 de enero";"3,9"
"2014";"Día 4 de enero";"3,91"
"2014";"Día 6 de enero";"3,91"
"2014";"Día 7 de enero";"3,82"
"2014";"Día 8 de enero";"3,8"
"2014";"Día 9 de enero";"3,77"
"2014";"Día 10 de enero";"3,81"
"2014";"Día 11 de enero";"3,82"
"2014";"Día 13 de enero";"3,83"
"2014";"Día 14 de enero";"3,82"
"2014";"Día 15 de enero";"3,77"
"2014";"Día 16 de enero";"3,74"
"2014";"Día 17 de enero";"3,71"
"2014";"Día 18 de enero";"3,71"
"2014";"Día 20 de enero";"3,69"
"2014";"Día 21 de enero";"3,73"
"2014";"Día 22 de enero";"3,73"
"2014";"Día 23 de enero";"3,76"
"2014";"Día 24 de enero";"3,78"
"2014";"Día 25 de enero";"3,8"
"2014";"Día 27 de enero";"3,76"
"2014";"Día 28 de enero";"3,7"
"2014";"Día 29 de enero";"3,72"
"2014";"Día 30 de enero";"3,72"
"2014";"Día 31 de enero";"3,68"
"2014";"Día 1 de febrero";"3,67"
"2014";"Día 3 de febrero";"3,64"
"2014";"Día 4 de febrero";"3,76"
"2014";"Día 5 de febrero";"3,73"
"2014";"Día 6 de febrero";"3,67"
"2014";"Día 7 de febrero";"3,59"
"2014";"Día 8 de febrero";"3,6"
"2014";"Día 10 de febrero";"3,59"
"2014";"Día 11 de febrero";"3,62"
"2014";"Día 12 de febrero";"3,66"
"2014";"Día 13 de febrero";"3,63"
"2014";"Día 14 de febrero";"3,59"
"2014";"Día 15 de febrero";"3,6"
"2014";"Día 17 de febrero";"3,54"
"2014";"Día 18 de febrero";"3,52"
"2014";"Día 19 de febrero";"3,56"
"2014";"Día 20 de febrero";"3,6"
"2014";"Día 21 de febrero";"3,56"
"2014";"Día 22 de febrero";"3,55"
"2014";"Día 24 de febrero";"3,56"
"2014";"Día 25 de febrero";"3,55"
"2014";"Día 26 de febrero";"3,54"
"2014";"Día 27 de febrero";"3,5"
"2014";"Día 28 de febrero";"3,51"
"2014";"Día 1 de marzo";"3,52"
"2014";"Día 3 de marzo";"3,5"
"2014";"Día 4 de marzo";"3,44"
"2014";"Día 5 de marzo";"3,36"
"2014";"Día 6 de marzo";"3,41"
"2014";"Día 7 de marzo";"3,36"
"2014";"Día 8 de marzo";"3,37"
"2014";"Día 9 de marzo";"3,37"
"2014";"Día 10 de marzo";"3,31"
"2014";"Día 11 de marzo";"3,33"
"2014";"Día 12 de marzo";"3,35"
"2014";"Día 13 de marzo";"3,34"
"2014";"Día 14 de marzo";"3,35"
"2014";"Día 15 de marzo";"3,34"
"2014";"Día 17 de marzo";"3,32"
"2014";"Día 18 de marzo";"3,31"
"2014";"Día 19 de marzo";"3,34"
"2014";"Día 20 de marzo";"3,38"
"2014";"Día 21 de marzo";"3,36"
"2014";"Día 22 de marzo";"3,37"
"2014";"Día 24 de marzo";"3,35"
"2014";"Día 25 de marzo";"3,33"
"2014";"Día 26 de marzo";"3,29"
"2014";"Día 27 de marzo";"3,24"
"2014";"Día 28 de marzo";"3,24"
"2014";"Día 29 de marzo";"3,24"
"2014";"Día 31 de marzo";"3,24"
"2014";"Día 1 de abril";"3,26"
"2014";"Día 2 de abril";"3,27"
"2014";"Día 3 de abril";"3,23"
"2014";"Día 4 de abril";"3,15"
"2014";"Día 5 de abril";"3,15"
"2014";"Día 7 de abril";"3,19"
"2014";"Día 8 de abril";"3,21"
"2014";"Día 9 de abril";"3,21"
"2014";"Día 10 de abril";"3,16"
"2014";"Día 11 de abril";"3,19"
"2014";"Día 12 de abril";"3,19"
"2014";"Día 14 de abril";"3,14"
"2014";"Día 15 de abril";"3,09"
"2014";"Día 16 de abril";"3,07"
"2014";"Día 17 de abril";"3,09"
"2014";"Día 18 de abril";"3,1"
"2014";"Día 22 de abril";"3,07"
"2014";"Día 23 de abril";"3,05"
"2014";"Día 24 de abril";"3,09"
"2014";"Día 25 de abril";"3,06"
"2014";"Día 26 de abril";"3,07"
"2014";"Día 27 de abril";"3,07"
"2014";"Día 28 de abril";"3,07"
"2014";"Día 29 de abril";"3,07"
"2014";"Día 30 de abril";"3,03"
"2014";"Día 1 de mayo";"3,02"
"2014";"Día 2 de mayo";"2,98"
"2014";"Día 3 de mayo";"2,98"
"2014";"Día 5 de mayo";"2,98"
"2014";"Día 6 de mayo";"2,94"
"2014";"Día 7 de mayo";"2,98"
"2014";"Día 8 de mayo";"2,89"
"2014";"Día 9 de mayo";"2,92"
"2014";"Día 10 de mayo";"2,92"
"2014";"Día 12 de mayo";"2,93"
"2014";"Día 13 de mayo";"2,9"
"2014";"Día 14 de mayo";"2,86"
"2014";"Día 15 de mayo";"3"
"2014";"Día 16 de mayo";"2,96"
"2014";"Día 17 de mayo";"2,96"
"2014";"Día 19 de mayo";"3,03"
"2014";"Día 20 de mayo";"3,09"
"2014";"Día 21 de mayo";"3,01"
"2014";"Día 22 de mayo";"3,04"
"2014";"Día 23 de mayo";"2,99"
"2014";"Día 24 de mayo";"2,99"
"2014";"Día 25 de mayo";"2,99"
"2014";"Día 26 de mayo";"2,9"
"2014";"Día 27 de mayo";"2,87"
"2014";"Día 28 de mayo";"2,81"
"2014";"Día 29 de mayo";"2,86"
"2014";"Día 30 de mayo";"2,86"
"2014";"Día 31 de mayo";"2,86"
"2014";"Día 2 de junio";"2,85"
"2014";"Día 3 de junio";"2,85"
"2014";"Día 4 de junio";"2,88"
"2014";"Día 5 de junio";"2,83"
"2014";"Día 6 de junio";"2,65"
"2014";"Día 7 de junio";"2,64"
"2014";"Día 9 de junio";"2,58"
"2014";"Día 10 de junio";"2,62"
"2014";"Día 11 de junio";"2,64"
"2014";"Día 12 de junio";"2,7"
"2014";"Día 13 de junio";"2,66"
"2014";"Día 14 de junio";"2,66"
"2014";"Día 16 de junio";"2,66"
"2014";"Día 17 de junio";"2,71"
"2014";"Día 18 de junio";"2,75"
"2014";"Día 19 de junio";"2,71"
"2014";"Día 20 de junio";"2,74"
"2014";"Día 21 de junio";"2,73"
"2014";"Día 22 de junio";"2,73"
"2014";"Día 23 de junio";"2,69"
"2014";"Día 24 de junio";"2,65"
"2014";"Día 25 de junio";"2,64"
"2014";"Día 26 de junio";"2,63"
"2014";"Día 27 de junio";"2,64"
"2014";"Día 28 de junio";"2,64"
"2014";"Día 30 de junio";"2,67"
"2014";"Día 1 de julio";"2,65"
"2014";"Día 2 de julio";"2,71"
"2014";"Día 3 de julio";"2,68"
"2014";"Día 4 de julio";"2,66"
"2014";"Día 5 de julio";"2,68"
"2014";"Día 7 de julio";"2,68"
"2014";"Día 8 de julio";"2,72"
"2014";"Día 9 de julio";"2,75"
"2014";"Día 10 de julio";"2,82"
"2014";"Día 11 de julio";"2,78"
"2014";"Día 12 de julio";"2,78"
"2014";"Día 14 de julio";"2,78"
"2014";"Día 15 de julio";"2,72"
